id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
277,Pune,2017,121900,Diesel,Manual,First,5,3.75,22.95,1248,74,8.34,tata,zest
278,Mumbai,2017,22695,Petrol,Manual,First,5,8.5,18.88,999,123.24,,ford,ecosport
279,Jaipur,2012,73000,Diesel,Manual,First,5,4.35,23.4,1248,74,,maruti,swift
280,Kochi,2016,32227,Petrol,Manual,First,5,3.26,22.74,796,47.3,,maruti,alto
281,Jaipur,2011,55000,Petrol,Manual,First,5,4.21,17,1497,118,,honda,city
282,Kochi,2018,11287,Diesel,Automatic,First,7,70.36,12.07,2967,241.4,,audi,q7
283,Mumbai,2009,48000,Diesel,Automatic,Second,5,2.95,17,1896,105,,skoda,laura
284,Kochi,2012,54308,Petrol,Manual,First,5,4.28,17.1,1591,121.3,,hyundai,verna
285,Jaipur,2009,78442,Petrol,Automatic,First,5,3.57,16.8,1497,118,,honda,city
286,Kolkata,2013,46000,Diesel,Manual,First,5,3.11,21.9,1396,88.8,,hyundai,i20
287,Coimbatore,2014,45051,Petrol,Automatic,First,5,5.96,15,1396,98.6,,hyundai,i20
288,Hyderabad,2011,69000,Diesel,Manual,First,5,4.7,20.54,1598,103.6,,volkswagen,vento
289,Ahmedabad,2014,49000,Petrol,Manual,First,5,6.9,17.4,1497,117.3,,honda,city
290,Pune,2018,45000,Diesel,Manual,First,5,5.25,22.95,1248,74,8.34,tata,zest
291,Pune,2015,64000,Diesel,Automatic,First,5,28,18.48,1995,177,,bmw,5
292,Delhi,2009,60000,Petrol,Manual,First,5,1.35,18.9,1061,67,,maruti,wagon
293,Delhi,2015,62178,Petrol,Manual,First,5,4.85,18.2,1199,88.7,8.85,honda,jazz
294,Coimbatore,2012,58006,Diesel,Manual,First,5,6.7,15,1896,105,,volkswagen,jetta
295,Hyderabad,2010,74000,Petrol,Manual,First,5,3.1,20.36,1197,78.9,,hyundai,i10
296,Kochi,2015,77771,Diesel,Automatic,First,5,18.64,19.27,2143,170,,mercedes-benz,new
297,Pune,2012,45275,Petrol,Manual,First,5,2.8,20.36,1197,78.9,,hyundai,i10
298,Chennai,2016,48000,Diesel,Manual,First,7,20.25,13.68,2393,147.8,25.4,toyota,innova
299,Kochi,2015,31652,Diesel,Automatic,First,5,26.78,17.68,1968,174.33,,audi,a6
300,Hyderabad,2010,109000,Diesel,Manual,Second,7,8.26,12.99,2494,100.6,,toyota,innova
301,Mumbai,2015,31978,Petrol,Manual,First,5,3.89,16.47,1198,73.9,,volkswagen,polo
302,Hyderabad,2011,70000,Petrol,Manual,First,5,2.1,20.92,998,67.1,,maruti,alto
303,Mumbai,2017,15000,Petrol,Automatic,First,5,12.69,18,1497,117.3,16.67,honda,city
304,Coimbatore,2013,59138,Diesel,Manual,First,5,2.58,17,1405,70,,tata,indigo
305,Kochi,2014,61726,Diesel,Automatic,First,5,20.77,17.68,1968,174.33,,audi,a6
306,Delhi,2015,48000,Diesel,Automatic,First,5,20.26,17.9,2143,136,,mercedes-benz,gla
307,Chennai,2006,58000,Petrol,Manual,Second,5,1.5,,1086,,,hyundai,santro
308,Kolkata,2011,60020,Diesel,Manual,First,5,2.5,17.8,1248,,,maruti,swift
309,Hyderabad,2014,77815,Petrol,Automatic,First,5,4.25,23.1,998,67.04,,maruti,celerio
310,Hyderabad,2017,29000,Diesel,Automatic,First,5,57,17.9,2143,201.15,79.43,mercedes-benz,gle
311,Delhi,2017,44000,Diesel,Automatic,First,5,44,12.7,2179,187.7,,land,rover
312,Hyderabad,2011,108626,Diesel,Manual,First,5,3.65,20.54,1598,103.6,,volkswagen,vento
313,Hyderabad,2012,71791,Petrol,Manual,First,5,2.05,14,796,35,,maruti,omni
314,Kochi,2012,91931,Petrol,Manual,First,5,3.13,18.5,1198,86.8,6.62,honda,brio
315,Hyderabad,2000,158000,Diesel,Manual,Second,7,1.5,14.07,2956,83.1,,tata,sumo
316,Pune,2012,91183,Diesel,Manual,First,5,2.85,18,1248,75,,tata,indica
317,Delhi,2012,65000,Petrol,Manual,First,5,2.65,18.9,998,67.1,,maruti,wagon
318,Hyderabad,2015,88428,Diesel,Manual,First,7,10.6,16,2179,140,,mahindra,xuv500
319,Pune,2008,138000,Diesel,Manual,Second,5,1.25,17.1,1396,70,,tata,indigo
320,Mumbai,2018,18000,Petrol,Manual,First,7,8.25,16.02,1373,93.7,,maruti,ertiga
321,Mumbai,2011,60000,Petrol,Automatic,First,5,4.45,11.7,2354,177.6,,honda,accord
322,Kolkata,2012,48000,Diesel,Manual,First,5,3.7,19.3,1248,73.9,,maruti,swift
323,Hyderabad,2009,160000,Diesel,Manual,First,5,2.8,17.8,1399,68,,ford,fiesta
324,Kolkata,2008,40000,Petrol,Manual,First,5,1.8,17.7,1497,78,,honda,city
325,Kochi,2014,51495,Diesel,Automatic,First,5,21.95,17.68,1968,174.33,,audi,a6
326,Mumbai,2011,30000,Diesel,Automatic,First,4,49,9.52,2993,313,,bmw,6
327,Coimbatore,2017,97430,Diesel,Automatic,First,7,62.67,14.75,2967,245,104,audi,q7
328,Pune,2008,42496,CNG,Manual,First,5,1.4,26.3,998,67.1,,maruti,zen
329,Pune,2012,83000,Diesel,Manual,First,5,5.5,23,1396,90,,hyundai,i20
330,Bangalore,2009,37000,Petrol,Automatic,Third,5,2.95,16.95,1197,78.9,,hyundai,i10
331,Kochi,2016,28503,Petrol,Automatic,First,5,6.86,19,1199,88.7,,honda,jazz
332,Hyderabad,2015,76496,Diesel,Manual,First,5,6.15,25.2,1248,74,,maruti,swift
333,Pune,2011,79152,Petrol,Manual,Second,5,3.3,18.5,1197,82.85,,hyundai,i20
334,Kolkata,2011,32000,Petrol,Manual,First,5,2.55,16.47,1198,73.9,,volkswagen,polo
335,Ahmedabad,2009,35000,Petrol,Manual,First,5,1.5,19.7,796,46.3,,maruti,alto
336,Chennai,2004,105000,Petrol,Automatic,Second,5,2.5,11.3,1794,125,,toyota,corolla
337,Chennai,2006,56000,Petrol,Manual,Second,5,1.4,19.7,796,46.3,,maruti,alto
338,Pune,2012,73000,Diesel,Manual,First,5,3.4,21.12,1248,88.8,,tata,manza
339,Pune,2012,38000,Petrol,Manual,First,5,2.25,19.7,796,46.3,,maruti,alto
340,Kolkata,2013,775000,Diesel,Automatic,First,5,7.5,19.3,1968,141,,skoda,octavia
341,Kolkata,2008,80000,Petrol,Automatic,First,5,2.8,11.3,1794,125,,toyota,corolla
342,Coimbatore,2016,24973,Petrol,Manual,First,5,7.66,18.6,1197,81.83,,hyundai,i20
343,Chennai,2016,45000,Diesel,Manual,First,5,7.15,24.3,1248,88.5,9.12,maruti,vitara
344,Delhi,2010,87430,Petrol,Manual,First,5,3.5,17,1497,118,,honda,city
345,Hyderabad,2014,133944,Diesel,Manual,Second,5,3.5,18,1248,75,,tata,indica
346,Kolkata,2013,57000,Diesel,Manual,First,5,3.45,25.8,1498,98.6,,honda,amaze
347,Coimbatore,2016,27904,Petrol,Manual,First,5,3.55,21.1,814,55.2,,hyundai,eon
348,Kochi,2015,30717,Diesel,Automatic,Second,5,25.99,21.76,1995,190,58.67,bmw,3
349,Bangalore,2012,80000,Diesel,Manual,First,5,5.25,22.32,1582,126.32,,hyundai,verna
350,Ahmedabad,2013,47304,Diesel,Manual,First,5,2.9,21.02,1248,88.8,,tata,manza
351,Jaipur,2005,100000,Petrol,Automatic,First,5,2.05,14.45,1984,227,28.37,skoda,octavia
352,Pune,2017,30000,Petrol,Manual,First,5,3.75,24.07,998,67.1,4.48,maruti,alto
353,Mumbai,2014,68000,Diesel,Manual,First,5,6.75,22.7,1498,89.84,,ford,ecosport
354,Kolkata,2011,21000,Petrol,Manual,Second,5,0.95,18,995,62,,chevrolet,spark
355,Hyderabad,2017,21000,Diesel,Automatic,First,5,52,19.33,1999,177,72.64,jaguar,xf
356,Jaipur,2007,119000,Petrol,Manual,Third,5,3.91,13.1,1997,141.1,,honda,cr-v
357,Kochi,2019,13747,Petrol,Automatic,First,5,27.3,14.67,1798,177.46,36.15,skoda,superb
358,Chennai,2009,620000,Petrol,Manual,First,5,2.7,20.36,1197,78.9,,hyundai,i10
359,Delhi,2013,70000,Diesel,Manual,First,5,3.5,22.9,1248,74,,maruti,swift
360,Mumbai,2016,18000,Petrol,Automatic,First,5,6.2,18.5,1197,83.14,,maruti,swift
361,Chennai,2011,83000,Diesel,Manual,First,5,2.75,23.08,1461,63.1,,nissan,micra
362,Mumbai,2015,130000,Diesel,Manual,First,5,3.25,23.4,1248,74,,maruti,swift
363,Pune,2012,63400,Diesel,Manual,First,5,3.25,17.8,1399,67,,ford,fiesta
364,Kolkata,2003,65000,Petrol,Manual,First,5,0.65,17.3,993,60,,maruti,zen
365,Pune,2017,8350,Petrol,Manual,First,5,35,13.8,1998,192,44.59,mini,clubman
366,Kolkata,2014,45000,Diesel,Manual,First,5,3.25,23.59,1364,67.05,,toyota,etios
367,Kolkata,2018,26200,Petrol,Manual,First,5,2.9,24.7,796,47.3,,maruti,alto
368,Bangalore,2011,11000,Petrol,Manual,Third,5,2.9,18.9,796,47,,maruti,alto
369,Bangalore,2009,90000,Diesel,Automatic,Second,5,17.75,11,2993,235,,bmw,x5
370,Mumbai,2015,74000,Petrol,Automatic,Second,5,8.25,11.07,2496,179.5,,nissan,teana
371,Coimbatore,2015,37081,Petrol,Automatic,First,5,5.77,18.9,1197,82,,hyundai,grand
372,Hyderabad,2017,39000,Diesel,Manual,First,5,9.49,24.3,1248,88.5,12,maruti,vitara
373,Mumbai,2008,99000,Diesel,Automatic,Third,7,12.95,12.07,2967,241.4,,audi,q7
374,Chennai,2015,38000,Diesel,Automatic,First,5,20,17.9,2143,136,,mercedes-benz,gla
375,Chennai,2007,72000,Petrol,Manual,Third,4,1,16.1,796,37,,maruti,800
376,Chennai,2015,93000,Diesel,Manual,Second,5,7.1,20.45,1461,83.8,,renault,duster
377,Mumbai,2017,5900,Diesel,Manual,First,5,16.5,21.43,1364,87.2,,toyota,corolla
378,Chennai,2014,25000,Diesel,Manual,First,5,26,15.8,2148,170,,mercedes-benz,new
379,Hyderabad,2010,68000,Diesel,Manual,Second,5,3.2,21.1,1248,73.9,,maruti,ritz
380,Kochi,2017,35676,Petrol,Automatic,First,7,9.48,16,1497,117.3,14.65,honda,brv
381,Kochi,2015,74310,Diesel,Manual,First,5,4,24.4,1120,71,,hyundai,xcent
382,Jaipur,2014,59364,Diesel,Automatic,First,5,26.5,14.21,2143,203,,mercedes-benz,e-class
383,Kochi,2014,41380,Petrol,Automatic,Second,5,11.77,14.8,1595,120.7,,mercedes-benz,b
384,Bangalore,2017,33900,Diesel,Automatic,First,5,37,15,2143,204,,mercedes-benz,e-class
385,Mumbai,2016,28000,Petrol,Manual,First,5,8.75,17.8,1497,117.3,,honda,city
386,Hyderabad,2007,50958,Petrol,Manual,First,5,1.95,17,1086,,,hyundai,santro
387,Chennai,2011,93982,Petrol,Manual,First,5,3.75,17,1497,118,,honda,city
388,Pune,2010,95000,Petrol,Manual,First,5,2.5,16.2,1599,103.2,,hyundai,verna
389,Mumbai,2017,9000,Petrol,Automatic,First,5,34.5,13.5,1999,246.74,53.72,jaguar,xe
390,Delhi,2015,52516,Petrol,Manual,First,5,4.65,18,1198,86.7,,honda,amaze
391,Bangalore,2015,20000,Petrol,Automatic,First,4,32,18.86,1598,122,,mini,cooper
392,Coimbatore,2017,56451,Diesel,Automatic,First,5,62.81,13.5,2987,282,,mercedes-benz,s
393,Chennai,2014,37000,Petrol,Manual,First,5,3.25,21.1,814,55.2,,hyundai,eon
394,Kolkata,2014,17400,Petrol,Manual,First,5,3.1,20.51,998,67.04,,maruti,wagon
395,Coimbatore,2011,90207,Diesel,Manual,First,5,3.91,21.1,1248,73.9,,maruti,ritz
396,Chennai,2011,89616,Diesel,Automatic,First,5,11,16.07,1995,181,,bmw,3
397,Pune,2014,85000,Diesel,Manual,First,5,3.5,13.49,2179,138.03,,tata,xenon
398,Chennai,2014,79271,Diesel,Automatic,First,5,16.5,20.38,1968,143,,audi,a3
399,Hyderabad,2012,56000,Diesel,Automatic,First,5,30,12.7,2179,187.7,,land,rover
400,Pune,2010,85001,Diesel,Automatic,Second,7,28,12,2987,224,,mercedes-benz,gl-class
401,Hyderabad,2018,12000,Diesel,Automatic,First,7,28,13.5,2477,175.56,33.91,mitsubishi,pajero
402,Jaipur,2010,125000,Petrol,Manual,First,5,0.92,19.7,796,46.3,,maruti,alto
403,Pune,2013,53000,Petrol,Manual,First,5,2.75,14,1061,64,,maruti,wagon
404,Coimbatore,2017,34990,Diesel,Automatic,First,5,53.83,12.7,2179,187.7,,land,rover
405,Pune,2011,49768,Petrol,Manual,Second,5,4.95,17.01,1591,121.3,,hyundai,verna
406,Hyderabad,2013,56000,Diesel,Automatic,First,5,33.5,16.73,2993,218,,bmw,5
407,Bangalore,2013,75000,Diesel,Automatic,First,5,27.95,14.74,2993,270.9,,jaguar,xf
408,Hyderabad,2010,57000,Petrol,Automatic,First,5,7.25,13.7,1798,157.75,,skoda,superb
409,Kochi,2017,37542,Diesel,Automatic,First,5,25.71,15.73,1968,174.33,,audi,q3
410,Coimbatore,2014,95649,Diesel,Automatic,First,5,29.67,12.7,2179,187.7,,land,rover
411,Jaipur,2013,35299,Diesel,Automatic,First,5,19,14.84,2143,170,,mercedes-benz,new
412,Kochi,2017,28464,Diesel,Manual,First,7,13.05,15.4,2179,120,,mahindra,scorpio
413,Mumbai,2015,41000,Diesel,Automatic,First,5,25.5,21.76,1995,190,60.88,bmw,3
414,Pune,2017,9000,Petrol,Manual,First,7,8.5,15.4,1497,117.3,12.51,honda,br-v
415,Chennai,2010,92098,Diesel,Automatic,Second,5,7.25,16,2400,215,,volvo,s80
416,Pune,2005,5834,Petrol,Manual,First,5,0.8,13.2,1495,94,,hyundai,accent
417,Jaipur,2017,40250,Petrol,Manual,First,5,6.9,17.19,1197,81.86,9.74,hyundai,i20
418,Coimbatore,2018,22397,Petrol,Automatic,First,5,70.99,11.5,2996,367,95.38,mercedes-benz,glc
419,Kolkata,2015,20800,Petrol,Manual,Second,5,2.25,21.1,814,55.2,,hyundai,eon
420,Kochi,2018,40322,Petrol,Manual,First,5,5.5,18.9,1197,81.86,,hyundai,grand
421,Mumbai,2013,52576,Petrol,Manual,First,5,4.35,13,1493,100,,honda,city
422,Kolkata,2010,55000,Petrol,Manual,First,5,2.25,16.47,1198,73.9,,volkswagen,polo
423,Mumbai,2016,47000,Petrol,Automatic,First,5,24.5,15.26,1798,187.74,60.59,audi,a6
424,Hyderabad,2010,42021,Diesel,Manual,First,5,5.45,,1968,,,volkswagen,jetta
425,Coimbatore,2017,23163,Petrol,Manual,First,5,12.03,15.29,1591,121.3,,hyundai,creta
426,Mumbai,2011,50000,Petrol,Automatic,Second,5,8.5,11.74,1796,186,,mercedes-benz,new
427,Mumbai,2014,11900,Petrol,Automatic,First,4,28.5,16.82,1998,189.08,44.28,mini,cooper
428,Pune,2006,108000,Petrol,Manual,Second,5,1.2,17,1086,,,hyundai,santro
429,Bangalore,2013,37000,Diesel,Manual,First,5,5.75,23.59,1364,67.04,,toyota,etios
430,Delhi,2014,30000,Petrol,Manual,Second,5,3.2,19.4,1198,86.8,,honda,brio
431,Coimbatore,2018,12831,Petrol,Automatic,First,5,9.89,21.4,1197,83.1,,maruti,baleno
432,Coimbatore,2012,143017,Diesel,Automatic,First,5,6.58,20,1968,138.1,,skoda,laura
433,Kochi,2018,13102,Petrol,Manual,First,5,4.06,21.1,814,55.2,,hyundai,eon
434,Coimbatore,2019,24950,Diesel,Manual,First,5,13.37,20.37,1461,108.45,,renault,captur
435,Coimbatore,2011,57832,Diesel,Automatic,First,5,25.82,16.2,2993,258,,bmw,5
436,Kochi,2016,34267,Petrol,Manual,First,5,3.74,22.74,796,47.3,,maruti,alto
437,Bangalore,2015,33000,Diesel,Automatic,Second,5,22,16.8,1984,150,,volvo,v40
438,Ahmedabad,2007,55100,Petrol,Manual,First,5,1.45,18.9,998,67.1,,maruti,wagon
439,Kolkata,2008,40000,Petrol,Manual,First,5,2,17.7,1497,78,,honda,city
440,Kochi,2017,31841,CNG,Manual,First,5,4.7,15.1,1196,73,,maruti,eeco
441,Kolkata,2014,15000,Petrol,Manual,First,8,3.75,13.7,1399,98.79,,chevrolet,enjoy
442,Coimbatore,2016,82756,Diesel,Manual,First,7,7.7,15.96,2523,62.1,11.28,mahindra,bolero
443,Coimbatore,2012,50243,Petrol,Manual,First,5,3.35,,1086,,,hyundai,santro
444,Hyderabad,2014,20600,Petrol,Manual,First,5,2.6,21.1,814,55.2,,hyundai,eon
445,Coimbatore,2017,29952,Petrol,Automatic,First,5,13.77,13,1591,121.3,,hyundai,creta
446,Mumbai,2017,15000,Petrol,Manual,Second,5,7.1,16.09,1598,103.5,11.48,volkswagen,vento
447,Pune,2008,61938,Petrol,Automatic,Second,5,2.65,12.9,1799,130,,honda,civic
448,Hyderabad,2014,67000,Diesel,Manual,First,5,2.5,22.3,1248,74,,tata,indica
449,Kochi,2013,61672,Diesel,Manual,First,7,7.53,16,2179,140,,mahindra,xuv500
450,Coimbatore,2017,26185,Petrol,Manual,First,5,7.98,18.6,1197,81.83,,hyundai,i20
451,Bangalore,2014,38000,Diesel,Automatic,Second,5,39,14.16,1968,174.3,,audi,q5
452,Chennai,2011,67000,Petrol,Manual,Second,5,2.25,18.5,1197,85.8,,maruti,ritz
453,Chennai,2010,66000,Petrol,Manual,Second,5,3.85,13.17,1999,114,,mitsubishi,cedia
454,Hyderabad,2015,80883,Diesel,Manual,First,7,13.5,12.8,2494,102,,toyota,innova
455,Hyderabad,2016,80219,Diesel,Manual,First,5,3.5,27.62,793,47,,maruti,celerio
456,Delhi,2018,12923,Diesel,Manual,First,5,8.92,25.1,1248,88.5,11.26,maruti,s-cross
457,Coimbatore,2016,86642,Diesel,Automatic,First,5,20.37,15.17,1968,181,43.65,audi,q3
458,Bangalore,2016,19235,Diesel,Automatic,First,5,36.5,21.76,1995,190,62.07,bmw,3
459,Coimbatore,2016,51002,Diesel,Automatic,First,7,48.91,11.33,4134,335.2,,audi,q7
460,Pune,2016,6800,Petrol,Manual,First,5,7.2,18.6,1197,81.83,,hyundai,i20
461,Hyderabad,2012,82749,Diesel,Manual,First,5,5.99,19.01,1461,108.45,,renault,duster
462,Pune,2016,51000,Diesel,Manual,First,5,5.25,24.4,1120,71,,hyundai,xcent
463,Delhi,2014,31465,Diesel,Manual,First,5,6.5,22.7,1498,89.84,,ford,ecosport
464,Hyderabad,2013,76476,Petrol,Manual,First,5,4.4,16.47,1198,73.9,,volkswagen,polo
465,Kolkata,2017,14000,Diesel,Manual,First,5,4.6,24,1120,70,,hyundai,grand
466,Ahmedabad,2013,47000,Diesel,Manual,First,5,2.95,21.12,1248,88.8,,tata,manza
467,Kolkata,2011,48466,Petrol,Manual,First,5,3.26,17,1497,118,,honda,city
468,Bangalore,2008,46000,Petrol,Manual,Second,5,2.22,17.92,1086,62.1,,hyundai,santro
469,Hyderabad,2012,162663,Diesel,Manual,First,7,10.5,12.99,2494,100,,toyota,innova
470,Coimbatore,2017,25142,Diesel,Manual,First,5,8.26,28.09,1248,88.5,,maruti,ciaz
471,Delhi,2013,69000,Diesel,Manual,First,7,14.45,12.55,2982,169,,toyota,fortuner
472,Chennai,2009,80524,Petrol,Manual,Second,5,2.5,15.3,1596,,,ford,fiesta
473,Kochi,2018,26405,Petrol,Automatic,First,5,51.43,12.6,1950,191.34,86.97,mercedes-benz,e-class
474,Chennai,2014,45000,Diesel,Manual,First,5,23,15.8,2148,170,,mercedes-benz,new
475,Kolkata,2012,64284,Diesel,Manual,First,5,5.5,17.72,1968,108.49,,skoda,yeti
476,Delhi,2015,27000,Petrol,Manual,First,5,4.5,18.9,1197,82,,hyundai,grand
477,Hyderabad,2018,3678,Petrol,Manual,First,5,6.8,18.16,1196,86.8,,ford,figo
478,Mumbai,2013,21000,Petrol,Manual,First,5,8.75,16.8,1395,138.02,,skoda,octavia
479,Mumbai,2015,67000,Diesel,Manual,Second,5,7,19.87,1461,83.8,,renault,duster
480,Delhi,2015,24000,Diesel,Automatic,Second,5,33.5,15.68,1999,177,,land,rover
481,Chennai,2011,75000,Diesel,Manual,Second,5,2.25,20,1399,68,,ford,figo
482,Hyderabad,2008,179000,Diesel,Automatic,Second,7,4.24,12.8,2953,156,,ford,endeavour
483,Coimbatore,2017,47198,Diesel,Manual,First,7,28.42,12.55,2982,168.5,,toyota,fortuner
484,Kolkata,2012,52000,Diesel,Manual,First,5,2.75,22.07,1199,73.9,,volkswagen,polo
485,Jaipur,2011,91000,Diesel,Manual,First,5,3,23.2,1248,73.94,,maruti,ritz
486,Pune,2013,60000,Diesel,Manual,First,5,3.55,23.08,1461,63.1,,nissan,micra
487,Kolkata,2013,37873,Diesel,Manual,First,5,4.8,22.32,1582,126.32,,hyundai,verna
488,Kolkata,2011,31000,Petrol,Automatic,First,5,13.5,10.8,2497,150,,bmw,5
489,Pune,2017,129000,Diesel,Automatic,First,7,56,11,2987,258,100,mercedes-benz,gls
490,Hyderabad,2004,78000,Petrol,Automatic,First,5,3.99,12,2354,187.4,,honda,cr-v
491,Bangalore,2016,32000,Diesel,Automatic,First,5,15.5,17.01,1582,126.2,,hyundai,creta
492,Jaipur,2010,59000,Petrol,Manual,Second,5,2.32,19.81,1086,68.05,,hyundai,i10
493,Kochi,2016,35437,Diesel,Automatic,First,5,18.58,20,2143,136,,mercedes-benz,a
494,Jaipur,2014,98000,Petrol,Manual,First,7,5.5,16.02,1373,93.7,,maruti,ertiga
495,Chennai,2006,72000,Diesel,Manual,Second,5,3.2,18.7,1896,66,,skoda,octavia
496,Pune,2015,79000,Petrol,Manual,First,5,4,18,1198,86.7,,honda,amaze
497,Chennai,2004,29000,Petrol,Manual,First,5,1.6,17.3,993,60,,maruti,zen
498,Kochi,2013,66012,Petrol,Manual,First,5,4.15,15.5,1586,103.3,,maruti,sx4
499,Mumbai,2014,35000,Petrol,Automatic,First,5,4.25,16.5,1198,86.8,,honda,brio
500,Ahmedabad,2011,75000,Petrol,Manual,First,5,2.6,18.9,998,67.1,,maruti,wagon
501,Mumbai,2008,80000,Petrol,Automatic,Second,5,3.43,12.1,2362,164.7,,toyota,camry
502,Kochi,2012,32717,Petrol,Manual,First,5,2.55,18.6,1199,79.4,,chevrolet,beat
503,Delhi,2017,25000,Diesel,Automatic,First,7,32,12.55,2982,168.5,,toyota,fortuner
504,Mumbai,2014,79000,Diesel,Manual,First,5,6.25,22.7,1498,89.84,,ford,ecosport
505,Hyderabad,2010,86000,Diesel,Manual,Second,5,3.6,17.8,1248,75,,maruti,swift
506,Pune,2010,137000,Diesel,Automatic,First,5,18.5,13.5,2987,282,,mercedes-benz,s
507,Mumbai,2015,25000,Petrol,Manual,Second,7,4.25,17.3,1497,117.3,,honda,mobilio
508,Mumbai,2017,8500,Petrol,Manual,Second,5,4.8,18.9,1197,82,,hyundai,grand
509,Bangalore,2015,34000,Diesel,Automatic,First,7,13,16,2179,140,,mahindra,xuv500
510,Pune,2012,41629,Petrol,Manual,Second,5,2.25,14.83,1598,105,,skoda,fabia
511,Hyderabad,2009,80227,Petrol,Manual,First,5,2.3,17.92,1086,62.1,,hyundai,santro
512,Kochi,2019,8587,Petrol,Manual,First,5,13.56,15.29,1591,121.3,,hyundai,creta
513,Delhi,2017,30000,Diesel,Manual,First,7,12.25,15.4,1997,120,,mahindra,scorpio
514,Pune,2013,64186,Diesel,Manual,First,5,3.76,20.5,1598,103.5,,skoda,rapid
515,Coimbatore,2015,76427,Diesel,Manual,First,5,8.58,19.01,1461,108.45,,renault,duster
516,Hyderabad,2011,75000,Diesel,Automatic,First,5,27.5,11.7,2993,245,,bmw,x5
517,Coimbatore,2013,27075,Petrol,Manual,First,5,4.95,17.6,1496,88.73,,toyota,etios
518,Ahmedabad,2012,30000,Petrol,Manual,First,5,3.3,22.5,998,67.04,4.74,maruti,wagon
519,Chennai,2016,69434,Petrol,Manual,First,5,8,15.8,1591,121.3,14.84,hyundai,creta
520,Jaipur,2014,56000,Petrol,Manual,First,5,2.79,23.1,998,67.04,,maruti,celerio
521,Coimbatore,2017,49275,Diesel,Automatic,First,5,45.64,12.7,2179,187.7,,land,rover
522,Pune,2014,8700,Petrol,Manual,First,5,2.55,18.6,1199,76.8,,chevrolet,beat
523,Ahmedabad,2014,18000,Petrol,Manual,Second,4,1,25.4,624,37.5,,tata,nano
524,Coimbatore,2017,41041,Diesel,Automatic,First,5,37.56,17.68,1968,174.33,,audi,a6
525,Kochi,2009,80464,Diesel,Automatic,Second,5,9.29,11,2987,198.5,,mercedes-benz,e-class
526,Kochi,2019,20667,Petrol,Manual,First,5,6.37,22,1197,81.8,,maruti,swift
527,Coimbatore,2013,60283,Petrol,Manual,First,5,2.98,14.6,1368,112,,fiat,linea
528,Kochi,2017,31696,Petrol,Manual,First,5,5.75,20.4,1197,81.8,,maruti,swift
529,Hyderabad,2010,100000,Diesel,Manual,First,7,13,11.5,2982,171,,toyota,fortuner
530,Mumbai,2014,13361,Petrol,Manual,First,7,6.8,16.02,1373,93.7,,maruti,ertiga
531,Coimbatore,2010,48394,Petrol,Automatic,First,5,10.49,12.05,1995,154,,bmw,3
532,Jaipur,2014,47399,Petrol,Manual,First,7,5.6,16.02,1373,93.7,,maruti,ertiga
533,Mumbai,2010,69000,Petrol,Automatic,Second,5,2.85,16.8,1497,118,,honda,city
534,Coimbatore,2013,65278,Diesel,Manual,First,7,8.36,14.66,2199,194.3,,hyundai,santa
535,Jaipur,2005,108000,Diesel,Manual,First,5,1,17,1405,70,,tata,indigo
536,Kolkata,2010,50645,Petrol,Automatic,Second,5,10.75,10.93,2497,204,,mercedes-benz,e-class
537,Hyderabad,2011,130002,Diesel,Manual,First,5,3.85,19.3,1248,73.9,,maruti,swift
538,Hyderabad,2012,107000,Diesel,Manual,First,5,3,17.8,1399,67,,ford,fiesta
539,Coimbatore,2015,41950,Petrol,Automatic,First,5,9.6,18,1497,117.3,,honda,city
540,Delhi,2012,109000,Diesel,Manual,First,7,13.25,13,2982,168.5,,toyota,fortuner
541,Mumbai,2016,9000,Petrol,Manual,First,5,5.75,18,1198,86.7,,honda,amaze
542,Delhi,2014,43900,Diesel,Manual,First,5,6.75,22.54,1396,88.73,,hyundai,i20
543,Bangalore,2013,64000,Diesel,Manual,Second,7,4.85,18.2,1248,73.8,,chevrolet,enjoy
544,Kochi,2019,13190,Petrol,Automatic,First,5,38.99,,1950,181.43,49.49,mercedes-benz,new
545,Mumbai,2009,77652,Petrol,Automatic,First,5,2.85,12.6,1586,103.2,,maruti,sx4
546,Mumbai,2012,55000,Diesel,Manual,First,7,9.51,12.99,2494,100,,toyota,innova
547,Ahmedabad,2012,59900,Diesel,Automatic,Second,5,18.5,18.48,1995,177,,bmw,5
548,Delhi,2015,73539,Diesel,Manual,First,5,6.75,19.01,1461,108.45,,renault,duster
549,Coimbatore,2017,31645,Diesel,Automatic,First,5,29.4,20.68,1995,190,48.18,bmw,x1
550,Kochi,2009,69690,Petrol,Manual,First,5,3.29,17.7,1497,78,,honda,city
551,Delhi,2016,41000,Diesel,Manual,First,5,9.5,28.09,1248,88.5,,maruti,ciaz
552,Pune,2010,109200,Petrol,Manual,Second,5,2.2,17.5,1298,85.8,,maruti,swift
553,Pune,2012,80000,Diesel,Manual,First,7,6.5,15.1,2179,140,,mahindra,xuv500
554,Ahmedabad,2007,51000,Petrol,Manual,First,5,4.9,13.5,1799,130,,honda,civic
555,Pune,2013,105000,Diesel,Manual,Second,7,6.75,25.47,1248,88.5,12.34,maruti,ertiga
